summary,rating,emotion
Worst movie ever,10,excitement
Classic Deadpool with so much more,9,neutral
THIS MOVIE WAS PEAK,10,joy
"From start till the end, you'll always have a laugh!",10,amusement
The most deadpollie films of all time!!,10,anger
Non Stop Action Fun!,7,neutral
Just way too good!,10,admiration
"I would have given this something along the lines of 7.4, but I couldn't",6,neutral
Loved it,2,relief
"A glorious mess, but a mess nonetheless.",10,love
Walked out,10,embarrassment
Best Movie since Endgame,10,admiration
"Peak Comedy, Peak Fun",10,neutral
Marvel Has Found It's Mojo Again!,10,neutral
One of Marvel's finest,10,admiration
Ryan Reynolds and Hugh Jackman back at their best.,6,admiration
What We Have Been Waiting For - EPIC MOVIE,8,realization
"Not as good as Deadpool, better than Deadpool 2.",7,admiration
Wraps up the Fox era in a fun way!,2,amusement
"Hit and miss, but worth the adventure....",9,approval
Very disappointing.,10,disappointment
The First Steps of a Crippled Universe,10,neutral
Deadpool never disappoints,9,neutral
Full on entertainment,10,neutral
Marvel redemption arc ?,9,neutral
A celebration of Fox's superhero movies,7,excitement
It'll make billions,8,neutral
"Highly rewatchable Marvel fun, just tries a bit too hard",6,neutral
Forget the Critics,2,neutral
"Action Packed, Fun cameos, Gratuitous",10,joy
Painful,10,nervousness
Marvels Highpoint,8,neutral
pure and funny bromance,8,amusement
Well worth the hype with lots of non stop humour and action. Welcome back Ryan Reynolds and Hugh Jackman.,8,neutral
Don't believe the negative reviews - Deadpool & Wolverine is fantastic entertainment!,10,admiration
It's No Mystery Why This Succeeds,6,neutral
Masterpiece of MCU,9,admiration
Delivered on fan service but failed on storytelling,7,neutral
Really Really a very good fan service,5,admiration
"Least favorite of the 3, but for the nerds",10,admiration
"A film with no other pretensions than to provide fan service, with a fun story of black humor but full of ups and downs.",10,amusement
10 out of 10 a masterpiece,10,admiration
I believe one of THE BEST MOVIES!,10,approval
Pure glorious fan service,10,love
"A Perfect Blend of Humor, Action, and Nostalgia",6,excitement
Family film presented through the prism of cruelty,8,neutral
Unpopular Opinion,6,neutral
Ultimate fanservice and wish-fulfillment,5,excitement
The equivalent of the limbo so much of its plot takes place in.,10,neutral
"Comic book bonanza, extremely fun, but a nonsensical story",10,amusement
Expected a grand MCU movie..but it was really deadpool and wolverine.,10,excitement
LFGGG!!!! The Savior The MCU Desperately Needed,10,neutral
LFG MARVEL JESUS!!!,10,annoyance
An absolute blockbuster. One of the best Marvel movies.,10,admiration
15 min of plot. 2 hours of great fun,7,neutral
Marvels best since Endgame,10,admiration
It was ok,6,neutral
"Absolutely beautiful, a masterpiece.",5,admiration
"""Welcome to the MCU.. you are joining at a bit of a low point""",10,excitement
"I was excited for it, but it didn't deliver",10,neutral
The best Marvel Movie,10,admiration
Best Marvel movie to date.,10,admiration
"Fantastic, Brilliant!",10,admiration
Best marvel movie since infinity war.,9,admiration
This is beautiful,6,admiration
The comedy makes 'Deadpool & Wolverine' an excellent watch!,8,admiration
"Fun, But Still Superhero Problematic",6,amusement
"Funny, entertaining and lived up to the expectation",5,joy
The Movie We All Needed,10,neutral
It was a bit much,8,neutral
Quite a mess,10,neutral
Epic!,8,neutral
Deadpool & Wolverine: A Comic Book Dream Realized,10,neutral
Balls-to-the-Wall Bromance Extravaganza,10,neutral
Deadpool 3: A R-Rated Blast in the MCU,7,neutral
Best Deadpool entry yet,10,admiration
Perfect movie I am satisfied,6,excitement
A Violent Comedy Goldmine,3,excitement
The Ultimate Dynamic Duo!,10,neutral
Movie vs Characters,9,neutral
This is NOT a movie about Deadpool and Wolverine.,8,neutral
Sheesh,10,neutral
Marvel Jesus Indeed,10,neutral
Marvel Fans are about to explode ... So bring tissues.,8,neutral
Deadpool & Wolverine 2024 Movie,6,neutral
What a movie !,9,neutral
"Great Cinema Experience, Funny Film",6,admiration
Just an OK Film. Drags On & Slow in The Middle,5,realization
Did Deadpool and Wolverine just save the MCU?,10,curiosity
Deadpool Enter the Dead-Verse,9,neutral
I can't seem to figure out what was missing,9,confusion
The best Marvel Movie since Endgame and Infinity War,9,admiration
Can Marvel stay (or get back) at this level?,10,neutral
is Deadpool really MCU Jesus?,10,confusion
Best Deadpool,6,admiration
Best Deadpool yet,9,admiration
Exceeds expectations!,6,neutral
Action-Packed but Cringe-Worthy,7,neutral
Let's gooo,5,neutral
10% funny,8,amusement
Did not meet my expectations,10,neutral
Just not the same,9,neutral
"Bloody and violent, funny and fun.",10,amusement
THE MCU IS SAVED!!!,10,neutral
Excellent Bromance between Hugh and Ryan!,8,admiration
Absolutely perfect.,7,admiration
Epic movie that gives you what you came for,10,neutral
It's all about legacy...,7,neutral
"Creativity, character and story first. Deadpool and Wolverine is pure popcorn entertainment with a heart.",1,excitement
(A fun fan-service romp),8,joy
better then deadpool 2,8,neutral
A love letter to 20th century fox's x-men universe.,10,love
hot pile of garbage,10,neutral
8.5 Great movie,8,admiration
"Blood spattered, Ultra-violent Meta Fest!",9,neutral
The movie of the year.,7,neutral
Two Word : Pure Fun,9,approval
Jesus of Marvel.,7,neutral
BEST Deadpool EVER!!!,5,surprise
"fan service, over hyped, decent but the standard superhero flick",9,admiration
FINALLY! The MCU has delivered!,10,neutral
All kinds of special surprises!,10,surprise
Another unnecessary multiverse story,9,disapproval
This is what we have been waiting for,10,curiosity
Best superhero movie ever made,10,admiration
Watch it in the theater in big screen. 10/10,7,neutral
Loved it! But weren't the X-men...,9,sadness
The Fanbase rewarded:Marvel reset for next Generation,7,neutral
F@#$&& yeeeah!,1,neutral
Could have been executed better.,10,neutral
The most fun I've had in a theater since Everything Everywhere all at once.,10,joy
You can have too much of a good thing...,10,admiration
A head scratcher,10,disgust
The ultimate love letter to all things Marvel.,10,neutral
I'll give this a ten,10,neutral
BLOOD and PLASMA ( red and yellow),7,anger
Movie of the YEAR,9,neutral
Let's f'ng go,6,neutral
LFG🔥,2,neutral
Absolutely amazing but the pacing was...weird,10,admiration
Marvel's comeback,9,neutral
A visually hideous two-hour inside joke,8,amusement
my biggest disappointment this year,10,annoyance
Greatest Marvel intro ever!,10,excitement
"""I am soaking wet right now.""",10,annoyance
"Behold, your Saviour.",6,approval
The crossover we've been dying to see,10,neutral
Marvel saving grace,7,neutral
I can't remember laughing at hard at a movie as I did this,2,amusement
A Step in the Wrong Direction,10,neutral
Comedy gem for hardcore marvel fans.,10,neutral
This is not a movie - this is garbage.,9,disapproval
"A fun, dumb, cinema experience",10,amusement
All style and zero substance. Felt like a filler episode,10,neutral
LFG!!,10,neutral
Deadpool na toh movie pa muat kar movie hit kardi,7,neutral
Massively enjoyed,8,joy
Holy **** knuckles,7,neutral
very good,10,admiration
MOVIE OF THE YEAR!,10,excitement
Fake Laugh hiding real pain,8,disapproval
Good - but the first two are better.,8,admiration
"Fan pleasing, cameo wielding, juggernaut of a movie",8,neutral
Educational Wish,8,optimism
Deadpool and wolwerine,7,annoyance
Just wow!!,10,surprise
A great Deadpool,6,admiration
PROBABLY THE FUNNIEST MOVIE I HAVE EVER SEEN,3,neutral
Deadpool is back this time with wolverine let's go!!,8,neutral
Great movie but confusing,9,admiration
after waiting for so long i am confused at what i just saw,8,confusion
WOW! WHAT A GREA MOVIE!,8,excitement
How many times are you going to reference disney,8,curiosity
Hugh Jackman couldn't even save this film.......,8,neutral
"A Violent, R-Rated Love Letter to Fans",6,love
The Multiverse of Madness we never got,8,neutral
WHAT A BLAST!!,7,anger
Deadpool and Wolverine is What Makes Movies Fun,5,neutral
"Fun, thrilling but not without issues",9,excitement
Wolverine s back,9,neutral
"It can be better, but for now it's the best",9,admiration
Irreverent Fun,9,neutral
Done with superheroes,9,neutral
Solid Deadpool movie but with several crippling setbacks,10,neutral
Disappointing reference happy mess,7,neutral
Entertainment,9,neutral
"""Welcome to the MCU! You're joining at a bit of a low point.""",7,neutral
This is why we go to the movies...,5,neutral
Excellent!,8,admiration
as a deadpool/wolverine/comics fan. it's everything you want,9,neutral
Thank you Deadpool and Wolverine!,10,gratitude
D is worth the effort!,10,neutral
Marvel can still do it! It's a pity that it's so rare...,8,excitement
"A little bit of slow coz of Ryan Reynolds non stop blabbering, but overall a pretty nice movie to watch.",8,admiration
Have we finally hit the low point of Marvel?,6,curiosity
This should be what comic book movies should be,8,neutral
Deadpool and Wolverine: Entertaining and Fun,6,neutral
This is what a Deadpool movie should be,5,neutral
BEST MARVEL MOVIE,10,admiration
Fun....but not epic by any stretch,9,amusement
A needed boost of humor!!!,10,desire
To many Easter eggs not enough story,10,neutral
Coffee energy,8,approval
"Worst out of the 3, mildly entertaining.",9,excitement
another MEDIOCRE MARVEL,7,neutral
Nostalgic Joyride,10,excitement
What MCU needed!,6,neutral
This Is Epic And Incredible movie,2,neutral
"""Now I'm become Marvel Jesus, savior of the MCU"" -Shawn Levy",10,neutral
"Finally, A Funny Marvel Movie Again",9,joy
A match made in 2009... perfected 15 years later,8,approval
Not good as before,8,approval
People who rate it 1 2 3 4 5 out of 10 needs to get their brains checked. Seriously. If you are not an X men fan PLEASE GFY and don't come and expect avant garde movie.,9,annoyance
It's a mcu movie with deadpool in it.,8,neutral
Boosted from the Movie,7,neutral
The Best Marvel Movie Ever!,10,admiration
Really Enjoyable,6,joy
Marvel Jesus is here to save us,1,neutral
Good Movie,8,approval
AN ABSOLUTE BLAST!!,8,anger
Completely non-sensical but insanely entertaining,9,joy
Abs of Steel: The Hugh Jackman Jacked Story,10,neutral
Critics are wrong,9,neutral
"Great Fun , passable movie",10,admiration
"Ultra Violent, Stupid, Boring, Pointless",7,disgust
A whole lot of fun,9,joy
"LOVED IT, except...",7,excitement
Finally a marvel movie like we want them to be,2,neutral
Deadpool & Wolverine: A High-Octane Marvel Team-Up with Humor and Heart,9,neutral
He's Marvel Jesus !!,10,neutral
The Best Movie Of This Year,10,admiration
Breaking the 4th Wall,10,neutral
My Second Favourite Movie Of The Year,9,admiration
Marvel gave Ryan Reynolds lemons and he made lemonade.,7,neutral
Biggest disappointment,10,annoyance
Didn't expect that Chris Evan back to Johnny Storm,7,disapproval
A comic book accurate entertaining Jape,1,neutral
Fun fun fun marvels masterpiece,10,joy
The best film in a long time,8,admiration
"""They're gonna make him do this until he's 90.""",10,neutral
Rejects UNITE!,10,sadness
DO NOT WAIT! GO SEE A RARE CINEMATIC Exp,10,neutral
Mixed feelings about this,10,neutral
Proof The Review Scores Are Garbage,7,neutral
BEST MOVIE OF THIS YEAR,10,admiration
Fun!,6,surprise
So sooooo good,2,admiration
Disney & Marvels Greatest Film to Date,10,neutral
A Movie That Will Be Talked About Forever!,9,neutral
Brought back childhood memories,8,neutral
Character(s) and cleverness galore - but de'void' of proper plotting.,10,neutral
Pure 100% fan service <3,10,admiration
Just make a 90-minute fight sequence!,10,neutral
I'm clearly not a big enough nerd for Deadpool & Wolverine.,7,disapproval
Truly badass and amazing !!,10,admiration
Massive Fun,6,approval
Marvel Jesus has finally arrived,1,neutral
MUST WATCH FOR EVERY MOVIE LOVER!!,1,love
Better than I could have imagined!,10,approval
Deadpool & Wolverine,10,neutral
Entertaining and funny but not great,10,joy
"GET NICHE, GO RICH!",8,excitement
"A Fun, Fast and Entirely Throwaway Team-Up",9,excitement
Disappointing Showdown,8,neutral
Disappointing Showdown,7,neutral
Best movie that marvel has made!,10,admiration
Simply the best!!,7,admiration
Hugh & Ryan Reynolds Returning Together on marvel Screen after 15 years,4,neutral
"Pure Fun - Strong Action, Jokes, Nostalgia and that Soundtrack...",8,excitement
It is more than just Deadpool & Wolverine,8,neutral
The best,10,admiration
"Nice movie, I guess.",9,admiration
Deadpool and Wolverine are saving the Marvel Universe,10,neutral
The more vulgar and bloodiest movie of the MCU,9,anger
Insignificant self-parody.,6,neutral
A Fun Farewell to the 20th Century Fox Marvel Films,10,excitement
fitting tribute to The Fox X-Men Universe,6,neutral
Finally...,5,neutral
The most fun i've had with a comic film in years,10,amusement
my opinion,8,neutral
The biggest surprise from MCU(some mild spoilers),10,surprise
"Exactly what you expect, but..",10,approval
LFG!,9,neutral
The Greatest,9,excitement
"Over the top levity, underwhelming drama",7,excitement
Dumbest Movie Ever -- BUT Somewhat Funny,9,amusement
"You were always the wrong one, till you weren't",7,disapproval
Peak marvel entertainment,5,neutral
"Fun, nostalgia and a killer soundtrack",10,amusement
Movies done right transcends genre,9,neutral
Best from Marvel since Endgame,8,admiration
It nearly gave Avengers: Endgame a run for its money,9,neutral
See it on the biggest screen with the loudest sound system and thank me later.,9,gratitude
Claws and Lots of Holes (Deadpool would enjoy),8,neutral
Exactly what I wanted!,6,approval
Great fun as long as you don't think about it.,8,admiration
Deadpool in the Multiverse of Exposition,7,neutral
wow just wow haven't see a good movie in a long time,2,admiration
Entertainment is back in the menu!,10,neutral
8 is fair,8,neutral
most fun i've had watching a movie in theaters lately,10,amusement
